"","Epoch","Phase","Recordcount","Readallfields","Requestdist","Operation","btree_height","adaptive_hash_hash_searches","adaptive_hash_non_hash_searches","background_log_sync","buffer_pool_dump_status","buffer_pool_load_status","buffer_pool_resize_status","buffer_pool_load_incomplete","buffer_pool_pages_data","buffer_pool_bytes_data","buffer_pool_pages_dirty","buffer_pool_bytes_dirty","buffer_pool_pages_flushed","buffer_pool_pages_free","buffer_pool_pages_made_not_young","buffer_pool_pages_made_young","buffer_pool_pages_misc","buffer_pool_pages_old","buffer_pool_pages_total","buffer_pool_pages_lru_flushed","buffer_pool_pages_lru_freed","buffer_pool_pages_split","buffer_pool_read_ahead_rnd","buffer_pool_read_ahead","buffer_pool_read_ahead_evicted","buffer_pool_read_requests","buffer_pool_reads","buffer_pool_wait_free","buffer_pool_write_requests","checkpoint_age","checkpoint_max_age","data_fsyncs","data_pending_fsyncs","data_pending_reads","data_pending_writes","data_read","data_reads","data_writes","data_written","dblwr_pages_written","dblwr_writes","deadlocks","history_list_length","ibuf_discarded_delete_marks","ibuf_discarded_deletes","ibuf_discarded_inserts","ibuf_free_list","ibuf_merged_delete_marks","ibuf_merged_deletes","ibuf_merged_inserts","ibuf_merges","ibuf_segment_size","ibuf_size","log_waits","log_write_requests","log_writes","lsn_current","lsn_flushed","lsn_last_checkpoint","master_thread_active_loops","master_thread_idle_loops","max_trx_id","mem_adaptive_hash","mem_dictionary","os_log_written","page_size","pages_created","pages_read","pages_written","row_lock_current_waits","row_lock_time","row_lock_time_avg","row_lock_time_max","row_lock_waits","num_open_files","truncated_status_writes","available_undo_logs","undo_truncations","page_compression_saved","num_pages_page_compressed","num_page_compressed_trim_op","num_pages_page_decompressed","num_pages_page_compression_error","num_pages_encrypted","num_pages_decrypted","have_lz4","have_lzo","have_lzma","have_bzip2","have_snappy","have_punch_hole","defragment_compression_failures","defragment_failures","defragment_count","instant_alter_column","onlineddl_rowlog_rows","onlineddl_rowlog_pct_used","onlineddl_pct_progress","encryption_rotation_pages_read_from_cache","encryption_rotation_pages_read_from_disk","encryption_rotation_pages_modified","encryption_rotation_pages_flushed","encryption_rotation_estimated_iops","encryption_n_merge_blocks_encrypted","encryption_n_merge_blocks_decrypted","encryption_n_rowlog_blocks_encrypted","encryption_n_rowlog_blocks_decrypted","encryption_n_temp_blocks_encrypted","encryption_n_temp_blocks_decrypted","encryption_num_key_requests","Readprop","Updateprop","Scanprop","Insertprop","Extendprop","Runtime.ms.","Throughput.ops.sec.","Operations","AverageLatency.us.","MinLatency.us.","MaxLatency.us.","X95thPercentileLatency.us.","X99thPercentileLatency.us.","Return.OK","X"
"17",2,"avg-run",10000,"true","uniform","READ",2,0,0,1324196,NA,"Buffer",NA,"OFF",114107,1869529088,5524,90505216,35460808,145477,152,502274,0,42101,259584,3614,15578487,1570270,0,0,1,4170291064,1622,0,455732600,32817680,80819529,25169630,0,0,0,26574848,1631,35531854,666749140992,5234505,71046,0,346,0,0,0,0,0,0,0,0,2,1,0,181114058,24409112,4362128934825,4362128934825,4362096117145,1084,1323121,256985840,0,26583824,463425424489,16384,34596927,1622,35460808,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,62849,1591.11521265255,49792,220.817199550128,29,4955,503,579,49792,NA
"18",2,"avg-run",10000,"true","uniform","UPDATE",2,0,0,1324196,NA,"Buffer",NA,"OFF",114107,1869529088,5524,90505216,35460808,145477,152,502274,0,42101,259584,3614,15578487,1570270,0,0,1,4170291064,1622,0,455732600,32817680,80819529,25169630,0,0,0,26574848,1631,35531854,666749140992,5234505,71046,0,346,0,0,0,0,0,0,0,0,2,1,0,181114058,24409112,4362128934825,4362128934825,4362096117145,1084,1323121,256985840,0,26583824,463425424489,16384,34596927,1622,35460808,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,62849,1591.11521265255,50208,1023.05855640535,290,194687,1574,1792,50208,NA
"19",3,"extend",10000,"true","uniform","EXTEND",2,0,0,1324744,NA,"Buffer",NA,"OFF",132891,2177286144,4817,78921728,35981918,126693,152,537561,0,49064,259584,3614,15578487,1570270,0,0,1,4191434132,1622,0,461656860,39007831,80819529,25677188,0,0,0,26574848,1631,36055601,680261566464,5538142,73683,0,90,0,0,0,0,0,0,0,0,2,1,0,184021992,24909718,4367650467907,4367650467907,4367611460076,1084,1323669,257985840,0,26583824,468946957571,16384,34677524,1622,35981918,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,547474,913.285379762327,500000,1091.623416,381,107967,1920,2267,500000,NA
"20",3,"run",10000,"true","uniform","READ",2,0,0,1324805,NA,"Buffer",NA,"OFF",135735,2223882240,8140,133365760,36034826,123849,152,537561,0,50109,259584,3614,15578487,1570270,0,0,1,4193788862,1622,0,462309749,70422680,80819529,25727892,0,0,0,26574848,1631,36108754,681581346816,5565787,73928,0,476,0,0,0,0,0,0,0,0,2,1,0,184322428,24959777,4368178831392,4368178831392,4368108408712,1084,1323730,258085832,0,26583824,469475321056,16384,34686551,1622,36034826,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,54531,1833.81929544663,50004,219.744500439965,34,8115,500,578,50004,NA
"21",3,"run",10000,"true","uniform","UPDATE",2,0,0,1324805,NA,"Buffer",NA,"OFF",135735,2223882240,8140,133365760,36034826,123849,152,537561,0,50109,259584,3614,15578487,1570270,0,0,1,4193788862,1622,0,462309749,70422680,80819529,25727892,0,0,0,26574848,1631,36108754,681581346816,5565787,73928,0,476,0,0,0,0,0,0,0,0,2,1,0,184322428,24959777,4368178831392,4368178831392,4368108408712,1084,1323730,258085832,0,26583824,469475321056,16384,34686551,1622,36034826,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,54531,1833.81929544663,49996,861.585846867749,314,29743,1518,1834,49996,NA
"22",3,"reference",10000,"true","uniform","READ",2,0,0,1324862,NA,"Buffer",NA,"OFF",153709,2518368256,4936,80871424,36091582,105875,152,545364,0,56741,259584,3614,15578487,1570564,0,0,1,4195410742,1622,0,462820939,45562274,80819529,25778867,0,0,0,26574848,1631,36165786,683032248320,5597589,74204,0,420,0,0,0,0,0,0,0,0,2,1,0,184600447,25009907,4368715832827,4368715832827,4368670270553,1084,1323787,258185970,0,26583824,470012322491,16384,34711043,1622,36091582,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,50675,1973.35964479526,49931,203.910656706255,29,4331,491,572,49931,NA
"23",3,"reference",10000,"true","uniform","UPDATE",2,0,0,1324862,NA,"Buffer",NA,"OFF",153709,2518368256,4936,80871424,36091582,105875,152,545364,0,56741,259584,3614,15578487,1570564,0,0,1,4195410742,1622,0,462820939,45562274,80819529,25778867,0,0,0,26574848,1631,36165786,683032248320,5597589,74204,0,420,0,0,0,0,0,0,0,0,2,1,0,184600447,25009907,4368715832827,4368715832827,4368670270553,1084,1323787,258185970,0,26583824,470012322491,16384,34711043,1622,36091582,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,50675,1973.35964479526,50069,799.498831612375,330,29231,1371,1864,50069,NA
"24",3,"clean-run",10000,"true","uniform","READ",2,0,0,1324936,NA,"Buffer",NA,"OFF",213065,3490856960,6345,103956480,36203324,46519,152,545415,0,78631,259584,3614,15578487,1575546,0,0,1,4198345548,1622,0,463742743,46409723,80819529,25830453,0,0,0,26574848,1631,36277805,685321781248,5625589,74481,0,126,0,0,0,0,0,0,0,0,2,1,0,184984612,25060086,4369415142014,4369415142014,4369368732291,1085,1323860,258286134,0,26583824,470711631678,16384,34776921,1622,36203324,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,51708,1933.93672159047,50094,205.153391623747,36,5003,492,573,50094,NA
"25",3,"clean-run",10000,"true","uniform","UPDATE",2,0,0,1324936,NA,"Buffer",NA,"OFF",213065,3490856960,6345,103956480,36203324,46519,152,545415,0,78631,259584,3614,15578487,1575546,0,0,1,4198345548,1622,0,463742743,46409723,80819529,25830453,0,0,0,26574848,1631,36277805,685321781248,5625589,74481,0,126,0,0,0,0,0,0,0,0,2,1,0,184984612,25060086,4369415142014,4369415142014,4369368732291,1085,1323860,258286134,0,26583824,470711631678,16384,34776921,1622,36203324,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,51708,1933.93672159047,49906,820.898869875366,316,211583,1429,1950,49906,NA
"26",3,"avg-run",10000,"true","uniform","READ",2,0,0,1325027,NA,"Buffer",NA,"OFF",235344,3855876096,6097,99893248,36293887,24240,152,545415,0,86855,259584,3622,15594523,1583548,0,0,1,4201167402,1626,0,464594124,30177994,80819529,25891736,0,0,0,26640384,1635,36368602,687206383616,5650053,74715,0,371,0,0,0,0,0,0,0,0,2,1,0,185365000,25120037,4369970538357,4369970538357,4369940360363,1085,1323951,258405824,0,26583824,471267028021,16384,34852203,1626,36293887,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,64913,1540.52346987506,50162,237.988357720984,29,7531,507,581,50162,NA
"27",3,"avg-run",10000,"true","uniform","UPDATE",2,0,0,1325027,NA,"Buffer",NA,"OFF",235344,3855876096,6097,99893248,36293887,24240,152,545415,0,86855,259584,3622,15594523,1583548,0,0,1,4201167402,1626,0,464594124,30177994,80819529,25891736,0,0,0,26640384,1635,36368602,687206383616,5650053,74715,0,371,0,0,0,0,0,0,0,0,2,1,0,185365000,25120037,4369970538357,4369970538357,4369940360363,1085,1323951,258405824,0,26583824,471267028021,16384,34852203,1626,36293887,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,64913,1540.52346987506,49838,1053.41203499338,265,362239,1600,1780,49838,NA
"28",4,"extend",10000,"true","uniform","EXTEND",2,0,0,1325510,NA,"Buffer",NA,"OFF",243561,3990503424,5122,83918848,36878567,16023,152,597548,0,89927,259584,3622,15594523,1583548,0,0,1,4225439376,1633,0,471345290,41224878,80819529,26398834,0,0,0,26755072,1642,36955829,701609558016,5944483,77262,0,889,0,0,0,0,0,0,0,0,2,1,0,188430560,25620578,4375427954965,4375427954965,4375386730087,1085,1324434,259405824,0,26583824,476724444629,16384,34919280,1633,36878567,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,482759,1035.71347193941,500000,962.51764,391,91199,1750,2211,500000,NA
"29",4,"run",10000,"true","uniform","READ",2,0,0,1325574,NA,"Buffer",NA,"OFF",246876,4044816384,8652,141754368,36939008,12708,152,597548,0,91111,259584,3622,15594523,1583548,0,0,1,4228096428,1633,0,472083544,62413477,80819529,26449606,0,0,0,26755072,1642,37016516,703057657856,5972429,77508,0,141,0,0,0,0,0,0,0,0,2,1,0,188748262,25670710,4375966106527,4375966106527,4375903693050,1085,1324498,259505962,0,26583824,477262596191,16384,34929611,1633,36939008,0,0,0,0,0,8,0,128,0,0,0,0,0,0,0,0,"ON","ON","ON","ON","ON","ON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,54257,1843.08015555596,49931,206.399651519096,39,7283,499,578,49931,NA
